,,,,,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
,,,,,w,,,,,d,,,,,,,,,,,,,,,,,,d,,,w
,,,,,w,,,,,,,,,,d,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,d,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,d,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,d,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,d,,,,,,d,,,,,,,,,,,,d,,,w
w,,,,,w,,,,,,,,,,,,,,d,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,d,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,d,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,d,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,d,,,,w,,,,,,,,,,w,,,,d,,,,w
w,,,,,w,,,,,,,d,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,g,,,,,w,,,d,,,,,w
w,,,,,w,,,,,,d,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,,,,,,,,,,w,,,,,,,,w
w,,,,,w,,,,,,,,w,w,w,w,w,w,w,w,w,w,w,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,d,,,,,,,,,,,,,,,d,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,d,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,d,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,d,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,d,,,,,,,,,,,,,,,,,,w
w,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,,,,,w,,,,,,,,,,,,,,,,,,,,,,,,,,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
